Application,Downloads,URL,Codeql,Confirmed (Function-level),Func Name (Path),FP Reason (If Not),Types,,Input,,,Status,Comment,New
virt-manager,2451,https://github.com/virt-manager/virt-manager,Y,N/A,"set_prop_path:virtinst/xmlutil.py,_set_host_helper:virtinst/devices/char.py",,Attr,Attr,,,,,,
django-unicorn,2434,https://github.com/adamghill/django-unicorn,Y,Y,"_process_component_request:django_unicorn/views/__init__.py,handle:django_unicorn/views/action_parsers/call_method.py,handle:django_unicorn/views/action_parsers/sync_input.py,__init__:django_unicorn/views/objects.py,set_property_value:django_unicorn/views/action_parsers/utils.py,set_property_from_data:django_unicorn/views/utils.py",,Attr/Field,Attr/Field,Remote,django_re_path|import_django|django_path,,Assigned,,
OFA,2429,https://github.com/OFA-Sys/OFA,Y,Y,"_set_module_by_path:fairseq/fairseq/trainer.py,_set_module_by_path:trainer.py,lambda:fairseq/fairseq/modules/quantization/pq/utils.py,resolve_attr:fairseq/fairseq/modules/quantization/pq/utils.py",,Attr,Attr,,,,,,
django-unicorn,2393,https://github.com/adamghill/django-unicorn,Y,Y,,duplicate,Attr,Attr,,,,,,
rl,2392,https://github.com/pytorch/rl,Y,N/A,"_make_collector:torchrl/trainers/helpers/collectors.py,_make_ordinal_device:torchrl/_utils.py,__init__:torchrl/collectors/collectors.py,__init__:torchrl/collectors/distributed/generic.py,__init__:torchrl/collectors/distributed/sync.py,__init__:torchrl/collectors/llm/base.py,__init__:torchrl/envs/transforms/transforms.py,to:torchrl/envs/batched_envs.py,to:torchrl/envs/common.py,to:torchrl/envs/libs/dm_control.py,to:torchrl/envs/libs/habitat.py,to:torchrl/envs/libs/robohive.py,to:torchrl/envs/libs/vmas.py,to:torchrl/envs/transforms/transforms.py,make_transformed_env:tutorials/sphinx-tutorials/coding_ddpg.py,_main_async_collector:torchrl/collectors/collectors.py,append_transform:torchrl/envs/common.py,append_transform:torchrl/envs/transforms/transforms.py,transform_env:sota-implementations/dreamer/dreamer_utils.py,make_collector:sota-implementations/cql/utils.py,make_collector:sota-implementations/crossq/utils.py,make_collector:sota-implementations/ddpg/utils.py,make_collector:sota-implementations/discrete_sac/utils.py,make_collector:sota-implementations/dreamer/dreamer_utils.py,make_collector:sota-implementations/iql/utils.py,make_collector:sota-implementations/sac/utils.py,make_collector:sota-implementations/td3/utils.py,_find_mp_values:torchrl/envs/env_creator.py,__call__:torchrl/envs/env_creator.py,make_env_transforms:sota-implementations/redq/utils.py,make_env_transforms:torchrl/trainers/helpers/envs.py,_make_container:torchrl/collectors/distributed/generic.py,_make_container:torchrl/collectors/distributed/sync.py,_build_env:torchrl/envs/libs/gym.py,inner_verify_routine:test/test_exploration.py,test_isaac_collector:test/test_libs.py,make_env:test/test_transforms.py,clone:torchrl/envs/transforms/transforms.py,_set_env:torchrl/envs/transforms/transforms.py,insert_transform:torchrl/envs/transforms/transforms.py,_setattr:sota-implementations/redq/utils.py,transformed_env_constructor:sota-implementations/redq/utils.py",,Attr/Field,Attr,,,,,,
rl,2392,https://github.com/pytorch/rl,Y,N/A,,,Attr,Attr,,,,,,
JittorLLMs,2386,https://github.com/Jittor/JittorLLMs,Y,Y,__init__:models/chatrwkv/RWKV_in_150_lines.py,,Attr,Attr,,.get/.post/.api_route|import_fastapi|import_gradio,,,,
bevfusion,2380,https://github.com/mit-han-lab/bevfusion,Y,N/A,"recursive_eval:mmdet3d/utils/config.py,recursive_eval:tools/visualize.py",,Attr/Field,Field,,,,,,Yes
bevfusion,2380,https://github.com/mit-han-lab/bevfusion,Y,N/A,,,Attr,Field,,,,,,Yes
lanenet-lane-detection,2377,https://github.com/MaybeShewill-CV/lanenet-lane-detection,Y,N/A,__setattr__:local_utils/config_utils/parse_config_utils.py,,Attr/Field,Field,,,,,,Yes
lanenet-lane-detection,2377,https://github.com/MaybeShewill-CV/lanenet-lane-detection,Y,N/A,,,Attr,Field,,,,,,Yes
comfyui_controlnet_aux,2367,https://github.com/Fannovel16/comfyui_controlnet_aux,Y,N/A,set_layer:src/custom_timm/models/helpers.py,,Attr,Attr,,,,,local,
ansible-cmdb,2361,https://github.com/fboender/ansible-cmdb,Y,N/A,"iter_fields:lib/mako/_ast_util.py,parse:lib/mako/_ast_util.py,__init__:lib/mako/ast.py,__init__:lib/mako/codegen.py,__init__:lib/mako/lookup.py,__init__:lib/mako/parsetree.py,compile:lib/mako/codegen.py,write_toplevel:lib/mako/codegen.py,_parse_attributes:lib/mako/parsetree.py,undeclared_identifiers:lib/mako/parsetree.py,_compile:lib/mako/template.py,_compile_module_file:lib/mako/template.py",,Attr,Attr,,,,,,
secretflow,2360,https://github.com/secretflow/secretflow,Y,N/A,,,Attr,Attr,,,,,,
IsaacLab,2358,https://github.com/isaac-sim/IsaacLab,Y,Y,update_class_from_dict:source/isaaclab/isaaclab/utils/dict.py,,Attr/Field,Attr/Field,Function,,,,,
sverchok,2282,https://github.com/nortikin/sverchok,Y,Y,,,Attr/Field,Attr/Field,Local,,,Reported,,No
shuup,2258,https://github.com/shuup/shuup,Y,Y,_set_part:shuup/utils/properties.py,,Attr,Attr,Function,import_django,,,remote,
neural-compressor,2243,https://github.com/intel/neural-compressor,Y,N/A,"get_quantizer:neural_compressor/torch/utils/utility.py,static_quant_entry:neural_compressor/torch/quantization/algorithm_entry.py,pt2e_dynamic_quant_entry:neural_compressor/torch/quantization/algorithm_entry.py,pt2e_static_quant_entry:neural_compressor/torch/quantization/algorithm_entry.py,teq_quantize_entry:neural_compressor/torch/quantization/algorithm_entry.py,__init__:neural_compressor/adaptor/torch_utils/teq.py,__init__:neural_compressor/adaptor/torch_utils/waq/auto_alpha.py,__init__:neural_compressor/torch/algorithms/weight_only/awq.py,__init__:neural_compressor/torch/algorithms/weight_only/gptq.py,__init__:neural_compressor/torch/algorithms/weight_only/teq.py,_qdq_model_unwrapper_for_auto:neural_compressor/adaptor/torch_utils/waq/auto_alpha.py,_qdq_model_unwrapper_for_auto:neural_compressor/torch/algorithms/smooth_quant/utility.py,_get_sq_layer_names:neural_compressor/adaptor/torch_utils/waq/auto_alpha.py,_get_sq_layer_names:neural_compressor/torch/algorithms/smooth_quant/utility.py,_get_one_batch_auto_loss_blockwise:neural_compressor/adaptor/torch_utils/waq/auto_alpha.py,_get_one_batch_auto_loss_blockwise:neural_compressor/torch/algorithms/smooth_quant/utility.py,_auto_tune_alpha:neural_compressor/adaptor/torch_utils/waq/auto_alpha.py,_auto_tune_alpha:neural_compressor/torch/algorithms/smooth_quant/utility.py,_auto_tune_alpha_blockwise:neural_compressor/adaptor/torch_utils/waq/auto_alpha.py,_auto_tune_alpha_blockwise:neural_compressor/torch/algorithms/smooth_quant/utility.py,quantize:neural_compressor/adaptor/pytorch.py,quantize:neural_compressor/adaptor/torch_utils/awq.py,quantize:neural_compressor/torch/algorithms/base_algorithm.py,apply_quantize_with_clip:neural_compressor/torch/algorithms/weight_only/awq.py,prepare:neural_compressor/torch/algorithms/fp8_quant/quantizer.py,prepare:neural_compressor/torch/algorithms/mixed_low_precision/quantizer.py,prepare:neural_compressor/torch/algorithms/mx_quant/mx.py,prepare:neural_compressor/torch/algorithms/smooth_quant/smooth_quant.py,prepare:neural_compressor/torch/algorithms/static_quant/static_quant.py,prepare:neural_compressor/torch/algorithms/weight_only/awq.py,prepare:neural_compressor/torch/algorithms/weight_only/gptq.py,prepare:neural_compressor/torch/algorithms/weight_only/hqq/quantizer.py,prepare:neural_compressor/torch/algorithms/weight_only/rtn.py,prepare:neural_compressor/torch/algorithms/weight_only/teq.py,execute:neural_compressor/torch/algorithms/base_algorithm.py,main:examples/pytorch/nlp/blendcnn/quantization/ptq/ipex/classify.py,_wrap_lwq_layer:neural_compressor/adaptor/torch_utils/model_wrapper.py,_wrapper_sq_linear:neural_compressor/adaptor/torch_utils/model_wrapper.py,_wrapper_qdq_linear:neural_compressor/adaptor/torch_utils/model_wrapper.py,convert:neural_compressor/torch/algorithms/fp8_quant/quantizer.py,convert:neural_compressor/torch/algorithms/mixed_low_precision/quantizer.py,convert:neural_compressor/torch/algorithms/mx_quant/mx.py,convert:neural_compressor/torch/algorithms/weight_only/hqq/quantizer.py,convert:neural_compressor/torch/algorithms/weight_only/teq.py,load:neural_compressor/utils/pytorch.py,_apply_pre_optimization:neural_compressor/adaptor/pytorch.py,_apply_pre_optimization:neural_compressor/torch/algorithms/smooth_quant/smooth_quant.py,set_module:neural_compressor/adaptor/torch_utils/util.py,set_module:neural_compressor/adaptor/torch_utils/waq/utils.py,set_module:neural_compressor/torch/algorithms/mixed_low_precision/quantizer.py,set_module:neural_compressor/torch/algorithms/smooth_quant/utility.py,set_module:neural_compressor/torch/algorithms/weight_only/utility.py,set_module:neural_compressor/torch/utils/utility.py,_replace_woqlinear_modules:neural_compressor/torch/algorithms/weight_only/save_load.py,_adjust_parameters:neural_compressor/adaptor/torch_utils/waq/smooth_quant.py,_adjust_parameters:neural_compressor/torch/algorithms/smooth_quant/utility.py,_parse_absorb_to_layers:neural_compressor/adaptor/torch_utils/waq/smooth_quant.py,_parse_absorb_to_layers:neural_compressor/torch/algorithms/smooth_quant/utility.py,_absorb_scales:neural_compressor/adaptor/torch_utils/teq.py,_absorb_scales:neural_compressor/torch/algorithms/weight_only/teq.py,test_teq_detect_absorb_layers:test/3x/torch/algorithms/weight_only/test_teq_quantizer.py,test_teq:test/3x/torch/algorithms/weight_only/test_teq_quantizer.py,replace_forward:neural_compressor/torch/algorithms/weight_only/utility.py,recover_forward:neural_compressor/torch/algorithms/weight_only/utility.py,tune:neural_compressor/torch/algorithms/smooth_quant/utility.py,transform:neural_compressor/torch/algorithms/smooth_quant/utility.py,get_named_children:neural_compressor/adaptor/torch_utils/layer_wise_quant/utils.py,update_module:neural_compressor/adaptor/torch_utils/layer_wise_quant/utils.py,update_module:neural_compressor/torch/algorithms/layer_wise/utils.py",,Attr,Attr,,,,,,
lorax,2234,https://github.com/predibase/lorax,Y,Y,setdeepattr:server/lorax_server/utils/gptq/quantize.py,,Attr,Attr,Function,import_aiohttp,,,"remote, key is uncontrollable",
ariadne,2228,https://github.com/mirumee/ariadne,Y,N,"_purge_directive_nodes:ariadne/contrib/federation/utils.py,genexpr:ariadne/contrib/federation/utils.py",,Attr,Attr,,import_starlette,,,remote,
aimet,2169,https://github.com/quic/aimet,Y,N/A,rsetattr:TrainingExtensions/torch/test/python/test_peft.py,,Attr,Attr,,,,,,Yes
Linly-Talker,2110,https://github.com/Kedreamix/Linly-Talker,Y,N/A,rsetattr:src/facerender/pirender/config.py,,Attr,Attr,,.get/.post/.api_route|import_fastapi|import_gradio,,,,No
beanie,2092,https://github.com/BeanieODM/beanie,Y,N,"encode:beanie/odm/utils/encoder.py,sync:beanie/odm/documents.py,_iter_model_items:beanie/odm/utils/encoder.py,_collect_updates:beanie/odm/documents.py,apply_changes:beanie/odm/utils/parsing.py,get_model_fields:beanie/odm/utils/pydantic.py",,N,N,,,,,,
wrapt,2085,https://github.com/GrahamDumpleton/wrapt,Y,N/A,"resolve_path:src/wrapt/patches.py,patch_function_wrapper:src/wrapt/patches.py",,Attr,Attr,,,,,library,
sparseml,2078,https://github.com/neuralmagic/sparseml,Y,N/A,"_set_submodule:src/sparseml/modifiers/quantization_legacy/utils/helpers.py,_set_submodule:src/sparseml/pytorch/sparsification/quantization/helpers.py,update:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py,_check_powerpropagation_update:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py,_enable_module_powerpropagation:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py,_disable_module_powerpropagation:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py,_set_module:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py,_enable_powerprop:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py,_undo_enable_powerprop:src/sparseml/pytorch/sparsification/pruning/modifier_powerpropagation.py",,Attr,Attr,,,,,,
omegaconf,1994,https://github.com/omry/omegaconf,Y,N,,,N,N,,,,,,
AliceMind,1983,https://github.com/alibaba/AliceMind,Y,Y,"get_from_cache:sofa/sofa/utils/backend/file_utils.py,from_pretrained:sofa/sofa/utils/backend/modeling_utils.py,_load_state_dict_into_model_low_mem:sofa/sofa/utils/backend/modeling_utils.py,find_submodule_and_param_name:sofa/sofa/utils/backend/modeling_utils.py,_set_module_by_path:VECO/NLG/fairseq/trainer.py,lambda:VECO/NLG/fairseq/modules/quantization/pq/utils.py,resolve_attr:VECO/NLG/fairseq/modules/quantization/pq/utils.py,_setattr:S4/PST/pst/utils.py",,Attr,Attr,Function,import_tornado,,,,
rio,1978,https://github.com/rio-labs/rio,Y,N,,didn't find deep get pattern,Attr,Field,,import_fastapi|import_starlette,,,,Yes
transparent_latent_gan,1972,https://github.com/SummitKwan/transparent_latent_gan,Y,N/A,create_session:src/model/pggan/tfutil.py,,Attr,Attr,,,,,,
helm,1967,https://github.com/stanford-crfm/helm,Y,Y,"_set_decoder_layers:src/helm/clients/vision_language/open_flamingo/src/flamingo_lm.py,init_flamingo:src/helm/clients/vision_language/open_flamingo/src/flamingo_lm.py,init_flamingo_layers:src/helm/clients/vision_language/open_flamingo/src/flamingo_lm.py,setattr_recursive:src/helm/clients/vision_language/open_flamingo/src/utils.py",,Attr,Attr,Function,.get/.post/.api_route|import_pytorch_lightning|import_bottle,,,,
rekall,1933,https://github.com/google/rekall,Y,N,,prototyeObj label over-tainting,Attr/Field,Field,,,,,,
code,1929,https://github.com/ActiveState/code,Y,N/A,,,Attr/Field,Field,,add_handlers|import_hug|import_tornado|import_cherrypy|import_django,,,,Yes
code,1929,https://github.com/ActiveState/code,Y,N/A,,,Attr/Field,Attr,,,,,,Yes
code,1929,https://github.com/ActiveState/code,Y,N/A,,,Attr,Field,,,,,,Yes
glom,1919,https://github.com/mahmoud/glom,Y,Y,"_glom:glom/core.py,from_text:glom/core.py,_t_eval:glom/core.py,first:glom/streaming.py,_make_stack:glom/test/test_error.py,_test_exc:glom/test/test_error.py",,Attr/Field,Attr/Field,Function,import_django,,Acknowledged,,
godot-python,1907,https://github.com/touilleMan/godot-python,Y,N/A,"derive_importpath:tests/_lib_vendors/_pytest/monkeypatch.py,setns:tests/_lib_vendors/_pytest/config.py",,Attr,Attr,,,,,local,
OnmyojiAutoScript,1891,https://github.com/runhey/OnmyojiAutoScript,Y,Y,deep_set:module/config/config_model.py,,Attr,Attr,Function,.get/.post/.api_route|import_fastapi,,,,
mmaction,1864,https://github.com/open-mmlab/mmaction,Y,N/A,rsetattr:mmaction/utils/misc.py,,Attr,Attr,,,,,,Yes
evennia,1832,https://github.com/evennia/evennia,Y,Y,"_menu_savefunc:evennia/contrib/base_systems/building_menu/building_menu.py,menu_setattr:evennia/contrib/base_systems/building_menu/building_menu.py",,Attr,Attr,Function,import_django|.get/.post/.api_route|django_path,,,"remote, menu_setattr",
Medusa,1813,https://github.com/pymedusa/Medusa,Y,N,"iter_fields:ext/mako/_ast_util.py,resolve_path:ext/wrapt/wrappers.py",ast,Attr,Attr,,import_tornado|import_django|rule_instantiation|add_handlers|@get/post/route,,,,
EasyRec,1810,https://github.com/alibaba/EasyRec,Y,N,_get_attr:easy_rec/python/utils/config_util.py,,N,N,,,,,,
AutoAWQ,1806,https://github.com/casper-hansen/AutoAWQ,Y,N/A,"set_op_by_name:awq/utils/module.py,exclude_layers_to_not_quantize:awq/utils/module.py,apply_scale:awq/quantize/scale.py",,Attr,Attr,,,,,,
EasyCV,1805,https://github.com/alibaba/EasyCV,Y,N/A,rebuild_config:easycv/utils/config_tools.py,,Attr,Attr,,,,,,
PokemonGo-DesktopMap,1762,https://github.com/mchristopher/PokemonGo-DesktopMap,Y,N/A,_get_field_mapping:app/pylibs/shared/pgoapi/protobuf_to_dict.py,,Attr,Attr,,,,,remote,
Research,1720,https://github.com/PaddlePaddle/Research,Y,N,"__setattr__:CV/SemSegPaddle/src/utils/collect.py,__setattr__:CV/SemSegPaddleDG/src/utils/collect.py","invoke __getattr__ when set, which is not implemented by default; the __getattr__ implemented can not reach to special attributes;",Attr/Field,Field,,import_flask|.route,,,SegConfig __setattr__,Yes
Research,1720,https://github.com/PaddlePaddle/Research,Y,N,,"invoke __getattr__ when set, which is not implemented by default; the __getattr__ implemented can not reach to special attributes;",Attr,Field,,.route|import_flask,,,SegConfig __setattr__,Yes
hangups,1714,https://github.com/tdryer/hangups,Y,N/A,_decode_field:hangups/pblite.py,,Attr,Attr,,import_aiohttp,,,looks promising :>,
distilabel,1708,https://github.com/argilla-io/distilabel,Y,N/A,recursively_handle_secrets_and_excluded_attributes:src/distilabel/pipeline/base.py,,Attr,Attr,,,,,,
ormar,1681,https://github.com/collerek/ormar,Y,N,merge_two_instances:ormar/models/mixins/merge_mixin.py,type check,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,library,
generative-ai-python,1665,https://github.com/google-gemini/generative-ai-python,Y,Y,"_apply_update:google/generativeai/models.py,_apply_update:google/generativeai/types/permission_types.py,_apply_update:google/generativeai/types/retriever_types.py",,Attr,Attr,,,,,client,
fast-transformers,1652,https://github.com/idiap/fast-transformers,Y,N/A,setattr_recursive:fast_transformers/utils.py,,Attr,Attr,,,,,,
intel-extension-for-pytorch,1638,https://github.com/intel/intel-extension-for-pytorch,Y,N/A,set_module:intel_extension_for_pytorch/quantization/_GPTQ/_gptq_utils.py,,Attr,Attr,,,,,,
ao,1638,https://github.com/pytorch/ao,Y,N/A,load_weights:torchao/prototype/quantization/mixed_precision/scripts/hessian_vhp.py,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,
Olive,1634,https://github.com/microsoft/Olive,Y,Y,get_attr:olive/common/utils.py,,Attr,Attr,,import_falcon|import_gradio,,Todo,lib: replace_submodules,
TransformerLens,1632,https://github.com/TransformerLensOrg/TransformerLens,Y,N/A,"set_nested_attr:transformer_lens/utils.py,__exit__:transformer_lens/utils.py",,Attr,Attr,,,,,,
fixinventory,1625,https://github.com/someengineering/fixinventory,Y,Y,,,Attr/Field,Attr/Field,Function,(Fixed) Not sure why previous cannot found.,,,,
codeshell,1617,https://github.com/WisdomShell/codeshell,Y,N/A,set_value:model/quantizer.py,,Attr,Attr,,.get/.post/.api_route|import_fastapi|import_gradio,,,,
TimeSformer,1573,https://github.com/facebookresearch/TimeSformer,Y,N/A,set_layer:timesformer/models/helpers.py,,Attr,Attr,,,,,,
interfacegan,1509,https://github.com/genforce/interfacegan,Y,N/A,create_session:models/pggan_tf_official/tfutil.py,,Attr,Attr,,,,,,
glTF-Blender-IO,1503,https://github.com/KhronosGroup/glTF-Blender-IO,Y,N/A,,,Attr,Attr,,,,,,Yes
model-optimization,1499,https://github.com/tensorflow/model-optimization,Y,N/A,"update_clustered_weights_associations:tensorflow_model_optimization/python/core/clustering/keras/cluster_wrapper.py,set_weight_to_layer:tensorflow_model_optimization/python/core/clustering/keras/cluster_wrapper.py",,Attr,Attr,,,,,,Yes
mmrazor,1489,https://github.com/open-mmlab/mmrazor,Y,N/A,"replace_op:mmrazor/implementations/pruning/sparse_gpt/utils.py,replace_op:mmrazor/implementations/quantization/gptq/compressor.py,replace_op:mmrazor/models/mutables/mutable_channel/units/mutable_channel_unit.py,prepare_for_pruning:mmrazor/implementations/pruning/group_fisher/unit.py,prepare_for_pruning:mmrazor/models/mutables/mutable_channel/units/dcff_channel_unit.py,prepare_for_pruning:mmrazor/models/mutables/mutable_channel/units/dmcp_channel_unit.py,prepare_for_pruning:mmrazor/models/mutables/mutable_channel/units/one_shot_mutable_channel_unit.py,prepare_for_pruning:mmrazor/models/mutables/mutable_channel/units/sequential_mutable_channel_unit.py,prepare_for_pruning:mmrazor/models/mutables/mutable_channel/units/slimmable_channel_unit.py,prepare_for_pruning:mmrazor/models/utils/expandable_utils/unit.py,_replace_with_dynamic_ops:mmrazor/models/mutables/mutable_channel/units/mutable_channel_unit.py",,Attr,Attr,,,,,,
Multimodal-GPT,1478,https://github.com/open-mmlab/Multimodal-GPT,Y,N/A,"_set_decoder_layers:mmgpt/models/open_flamingo/flamingo_lm.py,init_flamingo:mmgpt/models/open_flamingo/flamingo_lm.py,setattr_recursive:mmgpt/models/open_flamingo/utils.py",,Attr,Attr,,import_gradio,,,,
piccolo,1460,https://github.com/piccolo-orm/piccolo,Y,Y,_update_instance:piccolo/query/methods/refresh.py,,Attr,Attr,Function,.get/.post/.api_route|import_fastapi,,,key is not under control,
OpenNMT-tf,1458,https://github.com/OpenNMT/OpenNMT-tf,Y,N/A,,,Attr/Field,Attr,,,,,,
Plex-Trakt-Scrobbler,1457,https://github.com/trakt/Plex-Trakt-Scrobbler,Y,N,,Inherited the vulnerability from jsonpickle,Attr/Field,Attr/Field,,import_flask|import_django,,,,Yes
legged_gym,1450,https://github.com/leggedrobotics/legged_gym,Y,N/A,update_class_from_dict:legged_gym/utils/helpers.py,,Attr,Attr,,,,,,
NeuralSpeech,1395,https://github.com/microsoft/NeuralSpeech,Y,N/A,"_set_module_by_path:SoftCorrect/sc_utils/trainer_sc.py,_set_module_by_path:VideoDubber/fairseq/trainer.py,lambda:VideoDubber/fairseq/modules/quantization/pq/utils.py,resolve_attr:VideoDubber/fairseq/modules/quantization/pq/utils.py",,Attr,Attr,,,,,,
building_tools,1376,https://github.com/ranjian0/building_tools,Y,N/A,prop_from_dict:btools/utils/util_common.py,,Attr,Attr,,,,,blender addon,
python-opcua,1374,https://github.com/FreeOpcUa/python-opcua,Y,N/A,,,Attr,Attr,,,,,,
Lidar_AI_Solution,1349,https://github.com/NVIDIA-AI-IOT/Lidar_AI_Solution,Y,N/A,"set_attr_by_path:CUDA-BEVFusion/qat/lean/funcs.py,set_attr_by_path:libraries/3DSparseConvolution/tool/bevfusion-export/funcs.py",,Attr,Attr,,,,,,
pydash,1344,https://github.com/dgilland/pydash,Y,Y,iterator:src/pydash/helpers.py,,Attr/Field,Attr/Field,Function,,,,,
flask-restplus-server-example,1341,https://github.com/frol/flask-restplus-server-example,Y,N,"decorator:app/extensions/api/namespace.py,decorator:flask_restplus_patched/namespace.py,_apply_decorator_to_methods:flask_restplus_patched/resource.py",,Attr,Attr,,import_flask|.route,,,,
pyRevit,1328,https://github.com/pyrevitlabs/pyRevit,Y,N,,,Attr/Field,Field,,,,,,
mayavi,1323,https://github.com/enthought/mayavi,Y,N/A,super_setattr:mayavi/core/trait_defs.py,,Attr,Attr,,,,,,
deepdiff,1303,https://github.com/seperman/deepdiff,Y,Y,"_do_item_added:deepdiff/delta.py,_do_values_or_type_changed:deepdiff/delta.py,_do_item_removed:deepdiff/delta.py,_simple_set_elem_value:deepdiff/delta.py,_get_elements_and_details:deepdiff/delta.py,_path_to_elements:deepdiff/path.py",,Attr/Field,Attr/Field,Function,,,,,
diplomacy_cicero,1303,https://github.com/facebookresearch/diplomacy_cicero,Y,N,,,N,N,,,,,,
jython,1264,https://github.com/jython/jython,Y,N/A,,,Attr,Attr,,,,,,Yes
dnf,1258,https://github.com/rpm-software-management/dnf,Y,N/A,,,Attr,Attr,,,,,,
infernal-twin,1239,https://github.com/entropy1337/infernal-twin,Y,N/A,,,Attr/Field,Attr,,,,,,Yes
pykka,1234,https://github.com/jodal/pykka,Y,N/A,"_actor_loop:src/pykka/_actor.py,_actor_loop_running:src/pykka/_actor.py,_handle_receive:src/pykka/_actor.py",,Attr,Attr,,,,,library,
brevitas,1217,https://github.com/Xilinx/brevitas,Y,N/A,"_copy_attr:src/brevitas/backport/fx/graph_module.py,_assign_attr:src/brevitas/backport/fx/graph_module.py,trace:src/brevitas/backport/fx/_symbolic_trace.py,trace:src/brevitas/fx/value_tracer.py,__copy__:src/brevitas/backport/fx/graph_module.py,_replicate_for_data_parallel:src/brevitas/backport/fx/graph_module.py,transform:src/brevitas/backport/fx/interpreter.py,dispatch_trace:src/brevitas/backport/fx/experimental/proxy_tensor.py",,Attr,Attr,,,,,,
teleport,1183,https://github.com/tp4a/teleport,Y,N,,ast,Attr,Attr,,import_tornado,,,,
chainerrl,1179,https://github.com/chainer/chainerrl,Y,N/A,_map_links:chainerrl/links/noisy_chain.py,,Attr,Attr,,,,,,
AQLM,1177,https://github.com/Vahe1994/AQLM,Y,N/A,rsetattr:convert_legacy_model_format.py,,Attr,Attr,,,,,,Yes
training_extensions,1145,https://github.com/openvinotoolkit/training_extensions,Y,Y,set_using_dot_delimited_key:src/otx/utils/utils.py,,Attr/Field,Attr/Field,Function,import_pytorch_lightning,,,,
nut,1138,https://github.com/blawar/nut,Y,N/A,"onStateChanged:gui/panes/filters.py,set:gui/panes/filters.py",,Attr,Attr,,import_flask|.route,,,,
spyne,1132,https://github.com/arskom/spyne,Y,N,"get_cls_attrs:spyne/protocol/_base.py,_complex_to_csv:spyne/protocol/csv.py,_sanitize:spyne/protocol/_base.py,_object_to_doc:spyne/protocol/dictdoc/hier.py,_get_member_pairs:spyne/protocol/dictdoc/hier.py,_to_dict_value:spyne/protocol/dictdoc/hier.py,_complex_to_doc:spyne/protocol/dictdoc/hier.py,_complex_to_list:spyne/protocol/dictdoc/hier.py,get:spyne/util/odict.py",not deep get observed,Attr,Attr,,import_django|add_route|route_name=|import_flask|import_cherrypy|.route|import_pyramid,,,,
spyne,1132,https://github.com/arskom/spyne,Y,N,,not deep get observed,Attr,Field,,route_name=|import_flask|import_cherrypy|import_pyramid|import_django|add_route|.route,,,remote,
xorbits,1130,https://github.com/xorbitsai/xorbits,Y,N/A,"setvalue:python/xorbits/_mars/config.py,fill_serialized:python/xorbits/_mars/config.py",,Attr,Attr,,import_tornado,,,key is not under control,
EPro-PnP,1114,https://github.com/tjiiv-cprg/EPro-PnP,Y,N/A,"rsetattr:EPro-PnP-Det/epropnp_det/runner/hooks/model_updater.py,get_step_id:EPro-PnP-Det/epropnp_det/runner/hooks/model_updater.py,before_train_iter:EPro-PnP-Det/epropnp_det/runner/hooks/model_updater.py,before_train_epoch:EPro-PnP-Det/epropnp_det/runner/hooks/model_updater.py",,Attr,Attr,,,,,,Yes
steam,1111,https://github.com/ValvePython/steam,Y,N/A,"proto_fill_from_dict:steam/utils/proto.py,send_job:steam/client/__init__.py,send_job_and_wait:steam/client/__init__.py,send_message_and_wait:steam/client/__init__.py,get_player_count:steam/client/builtins/apps.py,get_changes_since:steam/client/builtins/apps.py,get_app_ticket:steam/client/builtins/apps.py,get_encrypted_app_ticket:steam/client/builtins/apps.py,get_depot_key:steam/client/builtins/apps.py,get_cdn_auth_token:steam/client/builtins/apps.py,register_product_key:steam/client/builtins/apps.py,genexpr:tests/test_utils.py,__handle_set_persona:steam/client/builtins/user.py",,Attr,Attr,,import_flask|.route,,,,
fastapi-amis-admin,1100,https://github.com/amisadmin/fastapi-amis-admin,Y,Y,"model_fields:fastapi_amis_admin/utils/pydantic.py,_update_items:fastapi_amis_admin/crud/_sqlalchemy.py",,Attr,Attr,Remote,import_starlette|import_fastapi,,Reported,report: https://gist.github.com/redacted/0bc18ea0dc4d0568c28ef5bc2f23e3b6,
ComfyUI-CogVideoXWrapper,1094,https://github.com/kijai/ComfyUI-CogVideoXWrapper,Y,N/A,set_op_by_name:mz_gguf_loader.py,,Attr,Attr,,,,,,
noise2noise,1081,https://github.com/yu4u/noise2noise,Y,N/A,,,Attr,Attr,,,,,,
